Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Yearly_Customer,Monthly_Customer,Daily_Customer,Response
1968,0.0,2,61314.0,0,1,1,378,0,189,97,172,172,2,5,5,12,3,0,0,0,0,0,0,3,11,2013.0,4.0,25.0,0
1967,3.0,1,67309.0,1,1,76,515,47,181,149,95,95,15,9,6,9,7,0,0,0,0,0,0,3,11,2013.0,1.0,23.0,0
1956,1.0,1,50943.0,0,1,49,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,3,11,2013.0,6.0,21.0,0
1966,0.0,3,67272.0,0,1,12,357,35,271,28,28,14,3,6,2,12,5,0,0,0,0,0,0,3,11,2013.0,12.0,21.0,0
1986,3.0,2,7500.0,1,0,96,1,11,5,4,6,9,2,2,0,3,8,0,0,0,0,0,0,3,11,2013.0,2.0,7.0,0
1948,2.0,2,56223.0,0,1,72,77,28,31,16,0,4,2,2,1,5,4,0,0,0,0,0,0,3,11,2013.0,12.0,20.0,0
1989,0.0,0,30279.0,1,0,13,10,4,14,4,4,1,1,1,0,3,8,0,0,0,0,0,0,3,11,2012.0,12.0,30.0,0
1974,3.0,2,20130.0,0,0,99,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,3,11,2014.0,3.0,17.0,0
1959,0.0,3,23295.0,0,0,72,0,0,1,2,12,5,1,1,0,2,8,0,0,0,0,0,0,3,11,2013.0,7.0,13.0,0
1972,1.0,3,42618.0,1,0,92,76,14,74,13,5,10,2,5,0,4,8,0,0,0,0,0,0,3,11,2013.0,10.0,9.0,0
1953,2.0,2,55707.0,0,1,91,208,7,82,30,66,35,2,3,2,9,3,0,0,0,0,0,0,3,11,2013.0,12.0,22.0,0
1971,1.0,0,36230.0,1,0,17,14,2,30,8,2,3,1,2,0,4,5,0,0,0,0,0,0,3,11,2013.0,10.0,17.0,0
1980,3.0,2,70829.0,1,1,87,141,70,106,72,19,23,2,4,2,8,3,0,0,0,0,0,0,3,11,2013.0,12.0,1.0,0
1976,0.0,2,65991.0,0,1,21,507,19,364,25,47,9,3,9,5,10,7,0,0,0,0,0,0,3,11,2012.0,9.0,7.0,0
1972,0.0,2,38988.0,1,2,90,164,24,103,12,3,42,7,5,1,6,8,0,0,0,0,0,0,3,11,2012.0,8.0,20.0,0
1952,0.0,2,50300.0,0,1,52,143,15,60,24,23,5,2,2,1,8,2,0,0,0,0,0,0,3,11,2014.0,5.0,25.0,0
1982,3.0,1,66664.0,0,0,78,398,96,447,220,96,32,1,5,7,6,3,0,0,0,0,0,0,3,11,2012.0,9.0,25.0,0
1958,2.0,4,50520.0,0,1,25,112,0,6,2,1,14,2,3,1,3,6,0,0,0,0,0,0,3,11,2014.0,1.0,28.0,0
1963,0.0,2,80124.0,0,0,47,483,84,398,205,84,241,1,3,7,8,1,1,0,0,0,0,0,3,11,2014.0,6.0,26.0,0
1970,0.0,4,31880.0,1,0,13,4,1,5,2,0,3,1,1,0,2,8,0,0,0,0,0,0,3,11,2012.0,10.0,31.0,0
1951,0.0,2,53790.0,0,2,86,335,42,127,28,5,5,3,7,2,8,6,0,0,0,0,0,0,3,11,2014.0,3.0,6.0,0
1975,0.0,2,61456.0,0,1,47,563,76,384,84,192,89,4,6,10,13,4,0,0,0,0,0,0,3,11,2013.0,3.0,27.0,0
1978,0.0,2,38415.0,1,1,91,22,1,13,4,0,4,2,1,0,3,7,0,0,0,0,0,0,3,11,2013.0,1.0,2.0,0
1988,0.0,0,20518.0,1,0,58,4,1,6,4,1,9,1,1,1,2,5,0,0,0,0,0,0,3,11,2014.0,5.0,18.0,0
1956,0.0,2,62503.0,0,1,40,478,0,193,110,75,117,4,8,3,11,5,0,0,0,0,0,0,3,11,2013.0,2.0,18.0,0
1972,2.0,0,41644.0,1,1,67,20,3,4,2,0,2,2,1,0,3,3,0,0,0,0,0,0,3,11,2014.0,5.0,9.0,0
1972,2.0,2,62010.0,0,1,93,371,22,39,6,0,92,4,6,2,7,5,0,0,0,0,0,0,3,11,2012.0,10.0,23.0,0
1977,0.0,2,41124.0,1,0,41,281,7,84,15,0,119,7,7,3,4,8,0,0,0,0,0,0,3,11,2012.0,10.0,31.0,0
1973,1.0,2,38961.0,1,0,60,19,7,19,0,1,24,1,2,1,2,7,0,0,0,0,0,0,3,11,2013.0,12.0,30.0,0
1972,1.0,3,37760.0,1,0,54,26,3,13,2,10,0,1,2,0,3,6,0,0,0,0,0,0,3,11,2013.0,8.0,11.0,0
1952,3.0,4,28457.0,0,0,96,24,1,108,29,29,14,1,4,1,4,8,0,0,0,0,0,0,3,11,2012.0,10.0,28.0,0
1976,0.0,3,46310.0,1,0,99,185,2,88,15,5,14,2,6,1,5,8,0,0,0,0,0,0,3,11,2012.0,12.0,3.0,0
1964,1.0,0,58308.0,0,1,77,691,0,69,10,0,130,4,2,6,3,8,0,0,0,0,0,0,3,11,2013.0,1.0,12.0,0
1962,1.0,3,59432.0,0,1,88,317,25,265,25,19,12,3,5,3,11,5,0,0,0,0,0,0,3,11,2013.0,4.0,13.0,0
1978,0.0,3,55563.0,0,1,22,29,1,9,2,0,2,1,2,0,3,3,0,0,0,0,0,0,3,11,2014.0,4.0,5.0,0
1944,0.0,2,65275.0,0,0,9,388,14,218,91,14,21,1,4,3,13,2,0,0,0,0,0,0,3,11,2013.0,4.0,3.0,0
1950,0.0,1,27203.0,1,1,92,13,2,21,4,0,24,2,1,1,2,8,0,0,0,0,0,0,3,11,2012.0,8.0,6.0,0
1961,1.0,1,48330.0,0,1,2,28,0,4,0,0,0,1,1,0,3,5,0,0,0,0,0,0,3,11,2013.0,11.0,15.0,0
1956,1.0,1,50943.0,0,1,49,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,3,11,2013.0,6.0,21.0,0
1976,0.0,2,65665.0,0,1,77,225,162,387,106,36,29,1,5,10,8,3,0,0,0,0,0,0,3,11,2013.0,12.0,2.0,0
1992,0.0,2,34935.0,0,0,71,34,4,66,3,10,20,1,2,1,4,7,0,0,0,0,0,0,3,11,2013.0,6.0,21.0,0
1959,0.0,3,61250.0,0,1,49,382,138,65,60,26,59,6,5,2,12,5,0,0,0,0,0,0,3,11,2012.0,12.0,16.0,0
1964,0.0,2,48920.0,0,2,93,238,17,68,8,10,6,3,6,2,5,7,0,1,0,0,0,0,3,11,2013.0,10.0,20.0,0
1946,2.0,1,44124.0,0,1,62,284,0,55,0,6,52,4,6,2,5,8,0,0,0,0,0,0,3,11,2013.0,5.0,11.0,0
1961,0.0,2,36443.0,1,1,9,65,0,46,4,3,20,4,3,1,3,8,0,0,0,0,0,0,3,11,2013.0,2.0,3.0,0
1990,0.0,0,26095.0,1,0,77,11,7,9,3,1,11,1,1,0,3,7,0,0,0,0,0,0,3,11,2013.0,6.0,30.0,0
1959,0.0,1,71367.0,0,0,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,3,11,2013.0,8.0,23.0,0
1991,0.0,2,42691.0,0,0,48,179,2,64,38,17,58,1,5,1,6,5,0,0,0,0,0,0,3,11,2013.0,8.0,16.0,0
1986,0.0,2,32880.0,1,0,76,8,4,15,7,6,2,1,1,0,3,8,0,0,0,0,0,0,3,11,2012.0,12.0,4.0,0
1977,1.0,2,50353.0,0,0,72,141,15,153,67,31,35,1,4,4,6,3,0,0,0,0,0,0,3,11,2014.0,6.0,8.0,0
1960,2.0,2,49154.0,1,1,69,206,10,67,30,27,71,6,4,1,8,6,0,0,0,0,0,0,3,11,2013.0,11.0,3.0,0
1969,0.0,0,72679.0,0,1,65,619,54,260,127,54,54,1,4,7,5,1,0,0,0,0,0,0,3,11,2013.0,9.0,18.0,0
1977,1.0,1,57954.0,1,1,52,456,4,24,0,0,9,7,8,2,6,7,0,1,0,0,0,0,3,11,2014.0,6.0,18.0,0
1962,0.0,2,65316.0,1,1,65,112,6,92,3,9,38,2,3,2,5,4,0,0,0,0,0,0,3,11,2013.0,4.0,24.0,0
1982,0.0,0,28567.0,1,0,57,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,3,11,2013.0,6.0,17.0,0
1951,1.0,1,47352.0,0,1,70,172,12,112,8,0,15,4,6,1,5,7,0,0,0,0,0,0,3,11,2013.0,4.0,11.0,0
1967,0.0,1,44931.0,0,1,0,78,0,11,0,0,7,1,2,1,3,5,0,0,0,0,0,0,3,11,2014.0,1.0,18.0,0
1952,3.0,1,57247.0,0,1,50,99,4,32,37,54,6,2,2,1,7,2,0,0,0,0,0,0,3,11,2013.0,8.0,8.0,0
1976,0.0,1,54058.0,0,1,56,198,18,252,32,108,54,2,4,6,8,3,0,0,0,0,0,0,3,11,2013.0,6.0,4.0,0
1990,3.0,2,24683.0,1,0,98,8,4,10,6,7,6,2,2,0,4,5,0,0,0,0,0,0,3,11,2014.0,3.0,8.0,0
1980,0.0,2,47850.0,1,0,72,42,7,43,20,12,10,1,3,0,4,6,0,0,0,0,0,0,3,11,2013.0,12.0,3.0,0
1971,2.0,0,60504.0,0,1,73,458,0,24,6,4,34,2,6,2,8,6,0,0,0,0,0,0,3,11,2014.0,2.0,7.0,0
1963,0.0,2,22419.0,0,0,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,3,11,2013.0,4.0,18.0,0
1982,0.0,2,79908.0,0,0,30,557,129,761,29,185,111,1,5,6,7,2,0,0,1,0,0,0,3,11,2013.0,4.0,5.0,0
1978,0.0,2,33039.0,1,0,4,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,3,11,2013.0,9.0,9.0,0
1971,1.0,1,71499.0,0,1,12,465,25,132,136,0,37,2,8,3,13,4,0,0,0,0,0,0,3,11,2013.0,6.0,25.0,0
1970,3.0,2,62466.0,0,1,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,3,11,2014.0,1.0,15.0,0
1950,2.0,1,52157.0,0,1,48,189,2,29,3,2,40,2,3,2,5,4,0,0,0,0,0,0,3,11,2014.0,6.0,7.0,0
1951,1.0,1,29298.0,1,1,60,6,0,2,2,0,1,1,1,0,2,5,0,0,0,0,0,0,3,11,2013.0,9.0,7.0,0
1970,0.0,1,38200.0,1,1,19,12,0,4,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,2012.0,12.0,7.0,0
1974,0.0,2,44989.0,0,1,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,3,11,2012.0,9.0,12.0,0
1968,2.0,2,38443.0,1,1,58,32,0,5,0,0,1,2,1,0,3,7,0,0,0,0,0,0,3,11,2014.0,1.0,27.0,0
1970,2.0,1,64413.0,0,1,27,200,5,44,0,10,20,1,5,1,5,5,0,0,0,0,0,0,3,11,2013.0,8.0,1.0,0
1981,1.0,2,36959.0,1,0,56,25,6,25,6,0,0,2,2,0,3,8,0,0,0,0,0,0,3,11,2013.0,10.0,2.0,0
1968,0.0,2,51287.0,1,1,10,117,0,22,13,0,30,3,4,1,3,7,0,0,0,0,0,0,3,11,2014.0,4.0,1.0,0
1956,1.0,1,54603.0,1,1,85,145,13,46,17,2,4,6,4,2,4,7,0,0,0,0,0,0,3,11,2013.0,7.0,9.0,0
1974,2.0,2,45207.0,1,1,64,203,0,10,0,0,2,5,3,1,6,6,0,1,0,0,0,0,3,11,2012.0,11.0,10.0,0
1951,0.0,1,40689.0,0,1,69,270,3,27,39,6,99,7,7,1,5,8,0,0,0,0,0,0,3,11,2013.0,3.0,18.0,0
1967,3.0,1,47821.0,1,1,54,9,0,16,6,6,10,1,1,0,3,8,0,0,0,0,0,0,3,11,2013.0,10.0,20.0,0
1951,1.0,2,27450.0,0,0,57,37,12,23,8,11,52,1,2,1,3,7,0,0,0,0,0,0,3,11,2013.0,4.0,15.0,0
1983,0.0,1,39453.0,1,0,64,46,0,7,0,0,2,2,2,0,3,6,0,0,0,0,0,0,3,11,2014.0,4.0,3.0,0
1961,1.0,2,61794.0,0,1,74,264,47,188,54,47,11,2,4,4,10,2,0,0,0,0,0,0,3,11,2013.0,9.0,14.0,0
1955,0.0,1,53863.0,0,1,4,399,4,30,6,4,30,3,7,1,7,7,0,1,0,0,0,0,3,11,2014.0,5.0,17.0,0
1955,0.0,0,72906.0,0,0,79,400,32,519,71,75,54,1,3,4,9,1,0,0,0,0,0,0,3,11,2013.0,9.0,17.0,0
1948,2.0,2,61467.0,0,2,69,410,16,114,0,5,49,3,5,2,10,5,0,0,0,0,0,0,3,11,2012.0,12.0,9.0,0
1966,1.0,1,49618.0,1,1,77,80,3,26,4,2,14,4,3,1,3,7,0,0,0,0,0,0,3,11,2013.0,1.0,26.0,0
1973,0.0,4,42429.0,0,1,99,55,0,6,2,0,4,2,1,1,3,5,0,0,0,0,0,0,3,11,2014.0,2.0,11.0,0
1956,0.0,3,26150.0,2,1,61,5,1,13,3,5,1,1,1,0,3,7,0,0,0,0,0,0,3,11,2013.0,3.0,11.0,0
1944,1.0,4,45006.0,0,0,90,162,25,53,16,0,10,1,3,1,7,3,0,0,0,0,0,0,3,11,2013.0,7.0,18.0,0
1965,1.0,0,35791.0,2,1,94,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,3,11,2013.0,5.0,6.0,0
1976,2.0,1,162397.0,1,1,31,85,1,16,2,1,2,0,0,0,1,1,0,0,0,0,0,0,3,11,2013.0,6.0,3.0,0
1978,0.0,4,54162.0,1,1,31,5,6,10,6,5,10,1,1,0,3,4,0,0,0,0,0,0,3,11,2013.0,3.0,18.0,0
1960,1.0,2,30522.0,0,1,6,179,8,83,19,11,26,5,1,2,9,2,0,0,0,0,0,0,3,11,2012.0,8.0,17.0,0
1961,2.0,2,54456.0,0,1,23,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,3,11,2013.0,7.0,11.0,0
1978,3.0,0,36975.0,1,0,50,10,6,11,0,4,2,1,1,0,3,7,0,0,0,0,0,0,3,11,2013.0,12.0,28.0,0
1955,3.0,2,72635.0,0,0,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,3,11,2013.0,6.0,3.0,0
1977,2.0,3,34487.0,1,1,94,19,18,33,24,1,8,3,3,0,3,9,0,0,0,0,0,0,3,11,2012.0,9.0,6.0,0
1958,2.0,1,65488.0,0,0,46,603,45,207,36,18,54,1,3,4,6,1,0,0,0,0,0,0,3,11,2014.0,6.0,13.0,0
1970,3.0,2,62466.0,0,1,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,3,11,2014.0,1.0,15.0,0
1962,0.0,3,46102.0,2,1,3,14,0,1,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,2014.0,3.0,10.0,0
1962,0.0,2,56181.0,0,1,6,121,103,69,8,44,48,1,4,2,7,4,0,0,0,0,0,0,3,11,2013.0,1.0,8.0,0
1970,1.0,3,55282.0,1,0,9,125,6,73,8,4,19,1,3,1,6,4,0,0,0,0,0,0,3,11,2013.0,12.0,13.0,0
1958,0.0,1,66886.0,0,1,28,315,4,62,41,31,146,2,7,1,7,5,0,0,0,0,0,0,3,11,2013.0,9.0,16.0,0
1985,0.0,1,29103.0,1,0,38,16,0,17,6,3,6,2,1,0,3,9,0,0,0,0,0,0,3,11,2012.0,8.0,27.0,0
1974,0.0,2,67445.0,0,1,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,3,11,2012.0,8.0,12.0,0
1950,2.0,1,50616.0,0,1,71,30,2,25,0,1,9,1,1,1,4,2,0,0,0,0,0,0,3,11,2014.0,4.0,13.0,0
1955,0.0,3,49431.0,0,1,9,219,3,100,26,0,17,2,7,1,5,8,0,0,0,0,0,0,3,11,2012.0,8.0,3.0,0
1975,0.0,3,153924.0,0,0,81,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,11,2014.0,2.0,7.0,0
1953,0.0,1,61278.0,0,1,87,111,3,28,2,6,15,2,3,1,4,6,0,0,0,0,0,0,3,11,2014.0,1.0,4.0,0
1947,2.0,1,73059.0,0,1,36,410,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,0,3,11,2013.0,8.0,31.0,0
1985,0.0,2,19986.0,1,0,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,3,11,2013.0,11.0,14.0,0
1975,0.0,4,58330.0,0,1,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,3,11,2013.0,12.0,25.0,0
1959,0.0,2,18690.0,0,0,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,3,11,2012.0,12.0,28.0,0
1971,3.0,2,54690.0,1,1,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,3,11,2013.0,11.0,7.0,0
1964,2.0,2,59304.0,0,1,81,418,61,428,80,51,10,3,7,8,10,5,0,0,0,0,0,0,3,11,2013.0,7.0,29.0,0
1962,1.0,0,59247.0,0,2,87,327,9,122,19,14,83,5,5,2,9,6,0,0,0,0,0,0,3,11,2013.0,11.0,8.0,0
1970,0.0,4,66731.0,0,1,33,371,159,194,58,106,141,4,4,3,6,3,0,0,0,0,0,0,3,11,2012.0,9.0,12.0,0
1980,0.0,2,77353.0,0,1,38,275,59,107,69,101,59,2,6,4,8,4,0,0,0,0,0,0,3,11,2013.0,12.0,16.0,0
1979,0.0,0,70337.0,0,0,75,187,81,149,25,43,91,1,2,2,12,1,0,0,0,0,0,0,3,11,2014.0,1.0,2.0,0
1980,2.0,0,65295.0,0,0,19,365,32,117,34,110,6,1,3,3,13,2,0,0,0,0,0,0,3,11,2013.0,12.0,23.0,0
1955,0.0,1,38946.0,0,1,84,116,6,82,6,6,41,2,3,1,6,5,0,0,0,0,0,0,3,11,2013.0,10.0,24.0,0
1967,0.0,1,65777.0,0,0,87,565,32,435,28,32,54,1,2,8,6,1,0,0,0,0,0,0,3,11,2013.0,12.0,19.0,0
1976,2.0,3,66476.0,0,1,99,372,18,126,47,48,78,2,5,2,11,4,0,0,0,0,0,0,3,11,2013.0,3.0,7.0,0
1982,2.0,2,160803.0,0,0,21,55,16,1622,17,3,4,15,0,28,1,0,0,0,0,0,0,0,3,11,2012.0,8.0,4.0,0
1970,0.0,0,61209.0,0,0,73,466,0,224,119,49,99,1,5,3,4,2,0,0,0,0,0,0,3,11,2013.0,8.0,25.0,0
1961,1.0,2,61923.0,0,2,94,92,4,18,3,3,6,1,2,1,4,3,0,0,0,0,0,0,3,11,2013.0,7.0,26.0,0
1960,0.0,1,78468.0,0,0,29,434,22,388,104,22,34,1,10,7,10,4,0,0,0,1,0,0,3,11,2014.0,4.0,9.0,0
1973,0.0,3,78901.0,0,1,99,321,11,309,33,26,34,3,9,3,5,4,0,0,0,0,0,0,3,11,2013.0,9.0,17.0,0
1978,0.0,2,71427.0,2,0,26,212,123,177,15,64,23,2,8,2,8,4,0,0,0,0,0,0,3,11,2014.0,3.0,12.0,0
1970,2.0,3,35682.0,1,0,34,23,0,8,6,2,18,1,1,1,3,2,0,0,0,0,0,0,3,11,2014.0,6.0,27.0,0
1948,2.0,1,66375.0,0,1,96,712,0,45,0,0,191,3,2,4,5,7,1,0,0,0,0,0,3,11,2013.0,11.0,21.0,0
1986,0.0,2,25252.0,1,0,26,1,3,4,2,2,6,1,1,0,2,8,0,0,0,0,0,0,3,11,2013.0,7.0,12.0,0
1953,0.0,1,58398.0,0,0,44,299,5,201,21,21,49,3,5,4,8,4,0,0,0,0,0,0,3,11,2013.0,5.0,14.0,0
1982,0.0,1,50272.0,1,0,75,99,13,66,43,8,4,3,4,1,5,7,0,0,0,0,0,0,3,11,2013.0,8.0,7.0,0
1970,0.0,3,58710.0,0,1,77,440,81,368,0,122,174,6,11,5,9,6,0,0,0,0,0,0,3,11,2013.0,3.0,31.0,0
1965,1.0,2,74806.0,0,1,1,670,9,249,0,28,9,2,5,4,5,4,0,0,0,0,0,0,3,11,2012.0,12.0,19.0,0
1954,0.0,2,59111.0,0,0,90,524,0,134,28,28,155,1,11,1,8,7,0,0,0,0,0,0,3,11,2013.0,5.0,2.0,0
1984,2.0,2,18988.0,1,0,43,6,0,6,2,1,1,2,1,0,3,7,0,0,0,0,0,0,3,11,2014.0,5.0,23.0,0
1976,1.0,3,75012.0,0,0,41,294,142,218,164,58,151,1,3,8,11,1,0,0,0,0,0,0,3,11,2014.0,1.0,25.0,0
1965,1.0,2,56962.0,2,1,60,292,3,77,10,3,26,7,6,3,5,7,0,0,0,0,0,0,3,11,2013.0,10.0,11.0,0
1978,0.0,2,66373.0,1,1,57,328,9,124,12,24,109,7,4,2,10,3,0,0,0,0,0,0,3,11,2013.0,6.0,12.0,0
1948,2.0,3,45072.0,1,2,74,144,2,99,7,2,30,5,6,1,4,8,0,0,0,0,0,0,3,11,2013.0,10.0,16.0,0
1973,0.0,2,67432.0,0,1,69,432,79,341,177,136,170,2,8,5,4,4,0,0,0,0,0,0,3,11,2013.0,3.0,29.0,0
1952,1.0,1,70545.0,0,1,29,138,39,63,55,18,21,1,4,1,7,2,0,0,0,0,0,0,3,11,2014.0,6.0,3.0,0
1969,0.0,1,62882.0,0,1,26,509,133,497,78,24,97,2,7,5,6,4,0,0,0,0,0,0,3,11,2012.0,8.0,9.0,0
1953,2.0,0,64108.0,0,1,8,948,10,86,13,21,21,4,6,9,11,5,0,0,0,0,0,0,3,11,2013.0,3.0,23.0,0
1950,2.0,0,48767.0,1,2,79,28,1,21,3,0,10,3,2,1,3,5,0,0,0,0,0,0,3,11,2014.0,1.0,1.0,0
1978,3.0,1,38702.0,1,0,71,13,11,24,13,8,40,2,3,0,4,6,0,0,0,0,0,0,3,11,2013.0,8.0,1.0,0
1975,3.0,2,17003.0,1,0,37,2,5,12,4,8,7,3,2,0,4,5,0,0,0,0,0,0,3,11,2013.0,12.0,9.0,0
1995,0.0,0,71163.0,0,0,30,283,17,372,138,106,44,1,3,8,12,1,0,0,0,0,0,0,3,11,2014.0,3.0,9.0,0
1970,0.0,0,33697.0,1,0,34,4,3,7,0,3,11,1,1,0,2,7,1,0,0,0,0,0,3,11,2013.0,9.0,15.0,0
1975,0.0,4,58330.0,0,1,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,3,11,2013.0,12.0,25.0,0
1964,0.0,2,58512.0,0,1,25,895,10,101,13,0,152,5,3,4,8,8,0,0,0,0,0,0,3,11,2013.0,9.0,19.0,0
1979,1.0,2,40662.0,1,0,0,40,2,23,0,4,23,2,2,1,3,4,0,0,0,0,0,0,3,11,2013.0,3.0,15.0,0
1959,2.0,2,38829.0,0,1,86,76,0,7,0,0,16,1,3,2,2,5,0,0,0,0,0,0,3,11,2014.0,4.0,6.0,0
1967,0.0,0,79146.0,1,1,33,245,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,0,3,11,2014.0,4.0,24.0,0
1988,1.0,2,78285.0,0,0,13,647,107,391,175,67,40,1,6,4,10,3,0,0,0,0,0,0,3,11,2013.0,10.0,28.0,0
1952,0.0,0,75127.0,0,0,92,203,35,305,46,17,227,1,2,11,5,1,0,0,0,0,0,0,3,11,2014.0,5.0,22.0,0
1955,0.0,2,48726.0,0,1,90,138,3,38,4,0,59,3,3,2,4,6,0,0,0,0,0,0,3,11,2013.0,4.0,27.0,0
1987,0.0,1,67430.0,0,0,6,595,97,291,127,133,121,1,11,5,12,6,0,0,0,0,0,0,3,11,2012.0,9.0,5.0,0
1965,3.0,2,46891.0,0,1,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,3,11,2013.0,9.0,1.0,0
1956,1.0,2,62058.0,0,1,52,301,7,74,10,0,58,4,6,1,7,6,0,0,0,0,0,0,3,11,2013.0,5.0,26.0,0
1957,2.0,1,6835.0,0,1,76,107,2,12,2,2,12,0,0,0,1,20,0,0,0,0,0,0,3,11,2012.0,12.0,8.0,0
1953,0.0,1,41452.0,1,1,86,13,0,3,0,0,0,1,1,0,2,7,0,0,0,0,0,0,3,11,2013.0,3.0,6.0,0
1955,1.0,0,51124.0,1,1,79,26,1,11,0,1,4,2,1,0,3,3,0,0,0,0,0,0,3,11,2013.0,12.0,18.0,0
1976,0.0,1,36283.0,1,1,42,6,5,5,8,0,5,2,1,0,3,4,0,0,0,0,0,0,3,11,2014.0,4.0,14.0,0
1970,0.0,0,20587.0,1,0,39,2,3,6,4,1,9,1,1,1,2,7,0,0,0,0,0,0,3,11,2014.0,5.0,11.0,0
1960,1.0,1,17144.0,1,1,96,18,2,19,0,2,6,5,3,0,4,7,0,0,0,0,0,0,3,11,2014.0,2.0,15.0,0
1976,0.0,3,40780.0,0,1,30,229,27,71,13,3,34,4,7,1,5,9,0,0,0,0,0,0,3,11,2012.0,9.0,8.0,0
1945,1.0,1,62847.0,0,0,45,521,168,706,80,76,61,1,3,6,4,2,0,0,0,0,0,0,3,11,2013.0,1.0,15.0,0
1978,0.0,2,51267.0,1,1,37,183,2,64,7,2,12,4,3,3,5,4,0,0,0,0,0,0,3,11,2013.0,10.0,29.0,0
1962,1.0,0,45183.0,0,0,33,219,3,60,12,9,12,1,4,1,7,7,0,1,0,0,0,0,3,11,2013.0,1.0,20.0,0
1954,2.0,2,70421.0,0,1,98,479,28,136,75,14,35,3,10,3,7,6,0,0,0,0,0,0,3,11,2014.0,6.0,28.0,0
1970,1.0,2,61872.0,0,1,81,330,5,159,36,27,16,4,4,4,9,4,0,0,0,0,0,0,3,11,2013.0,12.0,13.0,0
1976,1.0,2,49681.0,0,2,66,411,0,26,0,0,21,6,7,1,7,7,0,0,0,0,0,0,3,11,2013.0,11.0,4.0,0
1971,1.0,2,56850.0,0,1,83,34,1,19,2,7,0,1,1,1,3,2,0,0,0,0,0,0,3,11,2014.0,3.0,23.0,0
1972,0.0,2,59666.0,1,1,87,623,53,178,23,17,133,7,3,2,8,8,0,1,0,0,0,0,3,11,2013.0,3.0,22.0,0
1955,1.0,2,52750.0,0,1,72,393,0,239,90,69,69,6,5,7,9,4,0,0,0,0,0,0,3,11,2013.0,2.0,4.0,0
1970,2.0,1,65968.0,0,1,12,376,9,83,19,4,4,2,5,4,7,3,0,0,0,0,0,0,3,11,2014.0,5.0,12.0,0
1972,0.0,2,65685.0,0,1,54,642,14,49,0,7,57,1,9,2,9,5,0,0,0,0,0,0,3,11,2014.0,3.0,29.0,0
1972,0.0,2,22063.0,1,0,43,7,10,13,3,11,11,2,2,0,3,7,0,0,0,0,0,0,3,11,2013.0,8.0,8.0,0
1963,0.0,2,22419.0,0,0,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,3,11,2013.0,4.0,18.0,0
1962,0.0,3,37859.0,1,2,75,22,1,8,2,1,2,2,1,0,3,8,0,0,0,0,0,0,3,11,2013.0,1.0,12.0,0
1976,2.0,3,55412.0,1,1,65,10,5,28,11,1,8,1,2,0,3,5,0,0,0,0,0,0,3,11,2013.0,11.0,22.0,0
1956,0.0,2,71391.0,0,1,50,336,123,274,46,123,141,5,6,5,12,3,0,0,0,0,0,0,3,11,2013.0,3.0,29.0,0
1972,1.0,0,49494.0,1,0,46,191,9,97,0,6,82,2,6,1,5,7,0,0,0,0,0,0,3,11,2013.0,4.0,25.0,0
1980,0.0,3,81702.0,0,0,98,563,50,774,28,31,187,1,7,7,12,3,0,0,0,0,0,0,3,11,2012.0,9.0,23.0,0
1980,3.0,0,45889.0,0,1,42,31,0,6,0,1,8,1,1,0,3,6,0,0,0,0,0,0,3,11,2013.0,7.0,2.0,0
